ssc_code,"suburb","urban_area",postcode,"state","state_name","type","local_goverment_area","statistic_area",elevation,population,median_income,sqkm,lat,lng,"timezone"
20576,"Club Terrace","",3889,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",230,52,18928,501.612,-37.51929,148.93865,"Australia/Melbourne"
20613,"Combienbar","",3889,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",237,19,22100,331.167,-37.38638,149.02075,"Australia/Melbourne"
21945,"Noorinbee","",3890,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",173,70,39208,212.002,-37.50881,149.21054,"Australia/Melbourne"
21946,"Noorinbee North","",3890,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",281,24,22880,243.034,-37.40751,149.22198,"Australia/Melbourne"
20526,"Chandlers Creek","",3890,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",599,0,0,356.217,-37.30548,149.31912,"Australia/Melbourne"
20973,"Genoa","",3891,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",92,55,20332,379.975,-37.48871,149.54130,"Australia/Melbourne"
20719,"Deddick Valley","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",563,8,58500,477.964,-37.04856,148.50798,"Australia/Melbourne"
22570,"Tubbut","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",535,11,19916,114.587,-37.06069,148.59203,"Australia/Melbourne"
22855,"Wulgulmerang","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",945,11,39624,153.318,-37.02783,148.30744,"Australia/Melbourne"
21978,"Nurran","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",245,3,11648,352.828,-37.51218,148.57232,"Australia/Melbourne"
21058,"Goongerah","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",262,31,22256,323.335,-37.34758,148.70011,"Australia/Melbourne"
20276,"Bonang","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",627,48,23972,529.777,-37.14910,148.66249,"Australia/Melbourne"
21587,"Manorina","",3889,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",155,8,18200,31.824,-37.69027,148.79858,"Australia/Melbourne"
22376,"Suggan Buggan","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",823,0,0,238.349,-36.91638,148.33876,"Australia/Melbourne"
22856,"Wulgulmerang East","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",393,7,46800,87.057,-37.10644,148.32861,"Australia/Melbourne"
20364,"Buchan","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",540,236,23088,429.485,-37.42351,148.16582,"Australia/Melbourne"
20362,"Bruthen","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",46,814,25480,69.009,-37.70768,147.86185,"Australia/Melbourne"
20968,"Gelantipy","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",872,20,23400,247.290,-37.19210,148.23550,"Australia/Melbourne"
20586,"Cobberas","",3900,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",1400,0,0,449.286,-36.86400,148.10514,"Australia/Melbourne"
22857,"Wulgulmerang West","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",673,0,0,364.378,-37.23715,148.11792,"Australia/Melbourne"
21975,"Nunniong","",3896,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",1129,0,0,341.726,-37.23806,147.95046,"Australia/Melbourne"
21834,"Murrindal","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",191,11,28600,15.086,-37.41766,148.20979,"Australia/Melbourne"
20469,"Cape Conran","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",37,4,0,13.784,-37.78909,148.73080,"Australia/Melbourne"
21434,"Lake Tyers","",3887,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",22,67,16796,8.572,-37.84104,148.12159,"Australia/Melbourne"
22273,"Simpsons Creek","",3888,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",61,38,31824,27.632,-37.76752,148.36543,"Australia/Melbourne"
21183,"Hillside","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",45,193,39624,61.745,-37.84630,147.51993,"Australia/Melbourne"
21801,"Mount Taylor","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",196,286,29640,86.402,-37.72200,147.57254,"Australia/Melbourne"
20907,"Fernbank","",3864,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",86,152,30628,120.490,-37.86388,147.32679,"Australia/Melbourne"
22854,"Wuk Wuk","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",135,88,30368,50.693,-37.74843,147.42172,"Australia/Melbourne"
21500,"Lindenow","East Gippsland",3865,"VIC","Victoria","Urban locality","East Gippsland (Shire)","Rest of VIC",21,449,30264,12.914,-37.79666,147.46949,"Australia/Melbourne"
20449,"Calulu","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",38,181,28600,26.205,-37.78863,147.50516,"Australia/Melbourne"
20920,"Flaggy Creek","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",86,99,24804,11.080,-37.75243,147.48049,"Australia/Melbourne"
21635,"Melwood","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",85,26,21684,5.558,-37.73493,147.51242,"Australia/Melbourne"
20851,"Ellaswood","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",61,185,37024,15.191,-37.77943,147.56686,"Australia/Melbourne"
20570,"Clifton Creek","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",90,237,30680,52.039,-37.71022,147.66673,"Australia/Melbourne"
22227,"Sarsfield","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",29,625,30420,54.365,-37.75086,147.73573,"Australia/Melbourne"
21080,"Granite Rock","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",91,248,35100,16.685,-37.75616,147.67600,"Australia/Melbourne"
21501,"Lindenow South","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",69,434,28652,123.115,-37.87049,147.41983,"Australia/Melbourne"
21057,"Goon Nure","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",27,119,28340,173.093,-37.98139,147.56472,"Australia/Melbourne"
20209,"Bengworden","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",14,59,29900,95.890,-37.97445,147.44483,"Australia/Melbourne"
20204,"Benambra","",3900,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",790,149,24596,762.187,-36.88830,147.79543,"Australia/Melbourne"
21999,"Omeo","",3898,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",669,406,25844,591.295,-37.10410,147.59433,"Australia/Melbourne"
20240,"Bindi","",3896,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",485,55,24232,150.688,-37.10919,147.82827,"Australia/Melbourne"
20869,"Ensay","",3895,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",271,109,27924,111.397,-37.38532,147.82634,"Australia/Melbourne"
20733,"Deptford","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",355,0,0,349.907,-37.57131,147.68334,"Australia/Melbourne"
22401,"Swifts Creek","",3896,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",298,278,30056,282.863,-37.24958,147.70628,"Australia/Melbourne"
20351,"Brookville","",3896,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",914,5,0,181.005,-37.35185,147.66911,"Australia/Melbourne"
22517,"Tongio","",3896,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",483,65,25636,141.428,-37.16874,147.68986,"Australia/Melbourne"
20508,"Cassilis","",3898,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",782,29,17524,12.591,-37.20668,147.60483,"Australia/Melbourne"
21758,"Mossiface","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",67,131,29120,10.962,-37.74516,147.81591,"Australia/Melbourne"
22803,"Wiseleigh","",3885,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",76,164,24648,11.482,-37.71012,147.79246,"Australia/Melbourne"
20044,"Anglers Rest","",3898,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",905,21,7800,86.504,-37.01885,147.47066,"Australia/Melbourne"
21872,"Nariel Valley","",3707,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",707,90,20176,1215.396,-36.49982,147.83604,"Australia/Melbourne"
20714,"Dartmouth","",3701,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",474,104,23868,938.307,-36.61242,147.62297,"Australia/Melbourne"
20395,"Bundara","",3898,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",1493,0,0,118.437,-36.98334,147.33740,"Australia/Melbourne"
20761,"Doctors Flat","",3895,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",316,19,24232,17.713,-37.30918,147.73664,"Australia/Melbourne"
22145,"Reedy Flat","",3895,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",330,42,28756,89.638,-37.40366,147.91435,"Australia/Melbourne"
20870,"Ensay North","",3895,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",402,23,19188,68.011,-37.29532,147.86219,"Australia/Melbourne"
21185,"Hinnomunjie","",3898,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",727,25,24648,13.902,-37.00964,147.65712,"Australia/Melbourne"
20242,"Bingo Munjie","",3898,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",763,0,0,13.547,-37.00787,147.56466,"Australia/Melbourne"
21605,"Marthavale","",3875,"VIC","Victoria","Rural locality","East Gippsland (Shire)","Rest of VIC",499,0,0,227.477,-37.44783,147.50694,"Australia/Melbourne"
20505,"Carrum Downs","Frankston - East",3201,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",28,20711,34892,20.308,-38.09708,145.17456,"Australia/Melbourne"
22280,"Skye","Frankston - East",3977,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",31,8096,37076,16.642,-38.10448,145.21337,"Australia/Melbourne"
21458,"Langwarrin","Frankston - East",3910,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",69,22588,37440,28.845,-38.15424,145.19549,"Australia/Melbourne"
21459,"Langwarrin South","Frankston - East",3911,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",93,1248,36296,8.775,-38.18878,145.18901,"Australia/Melbourne"
22221,"Sandhurst","Frankston - East",3977,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",18,4981,49088,3.174,-38.08169,145.20701,"Australia/Melbourne"
22238,"Seaford","Frankston - West",3198,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",9,16463,34528,12.397,-38.10624,145.14217,"Australia/Melbourne"
20942,"Frankston North","Frankston - West",3200,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",47,5762,24388,5.118,-38.12663,145.16064,"Australia/Melbourne"
20941,"Frankston","Frankston - West",3199,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",41,36097,30888,19.779,-38.15088,145.14145,"Australia/Melbourne"
20943,"Frankston South","Frankston - West",3199,"VIC","Victoria","Major Urban locality","Frankston (City)","Greater Melbourne",98,18199,36712,14.560,-38.17676,145.12959,"Australia/Melbourne"
20474,"Capels Crossing","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",76,35,21164,69.123,-35.61407,143.91279,"Australia/Melbourne"
20753,"Dingwall","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",81,81,30576,105.413,-35.80866,143.85033,"Australia/Melbourne"
22555,"Tragowel","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,104,21008,127.790,-35.84300,143.96777,"Australia/Melbourne"
20600,"Cohuna","Castlemaine - Kerang",3568,"VIC","Victoria","Urban locality","Gannawarra (Shire)","Rest of VIC",92,2428,25584,161.340,-35.77539,144.26688,"Australia/Melbourne"
20179,"Beauchamp","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",79,44,53612,254.516,-35.64116,143.62370,"Australia/Melbourne"
21421,"Lake Charm","",3581,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",72,168,26624,144.602,-35.59724,143.81703,"Australia/Melbourne"
20097,"Bael Bael","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",76,8,42224,55.638,-35.68219,143.73280,"Australia/Melbourne"
21853,"Mystic Park","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",73,181,25168,100.035,-35.56817,143.73247,"Australia/Melbourne"
22119,"Quambatook","Castlemaine - Kerang",3540,"VIC","Victoria","Urban locality","Gannawarra (Shire)","Rest of VIC",94,249,24336,334.861,-35.85130,143.52799,"Australia/Melbourne"
22220,"Sandhill Lake","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",88,5,36400,56.284,-35.74006,143.68825,"Australia/Melbourne"
20897,"Fairley","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",81,15,31408,34.464,-35.68431,143.81610,"Australia/Melbourne"
22657,"Wandella","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",79,69,36140,78.417,-35.73573,143.82605,"Australia/Melbourne"
21477,"Leitchville","Castlemaine - Kerang",3567,"VIC","Victoria","Urban locality","Gannawarra (Shire)","Rest of VIC",85,558,27144,130.448,-35.91659,144.30066,"Australia/Melbourne"
21828,"Murrabit","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",74,201,25844,51.806,-35.53706,143.93788,"Australia/Melbourne"
22463,"Teal Point","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",79,60,23036,52.945,-35.68220,144.04462,"Australia/Melbourne"
21376,"Koondrook","Castlemaine - Kerang",3580,"VIC","Victoria","Urban locality","Gannawarra (Shire)","Rest of VIC",81,991,24128,59.080,-35.64371,144.13246,"Australia/Melbourne"
22146,"Reedy Lake","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",76,26,37648,30.524,-35.66762,143.87018,"Australia/Melbourne"
21320,"Kerang","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",77,3893,26104,146.608,-35.72411,143.94770,"Australia/Melbourne"
21555,"Macorna","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,87,23036,133.952,-35.91653,143.98946,"Australia/Melbourne"
21430,"Lake Meran","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",87,23,26728,55.028,-35.89840,143.78772,"Australia/Melbourne"
21843,"Myall","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",77,107,26364,85.366,-35.60457,144.03408,"Australia/Melbourne"
20210,"Benjeroop","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",74,45,34424,49.539,-35.49071,143.81837,"Australia/Melbourne"
21829,"Murrabit West","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",74,45,27248,17.781,-35.50948,143.88058,"Australia/Melbourne"
21055,"Gonn Crossing","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",74,56,22256,7.867,-35.50908,143.93351,"Australia/Melbourne"
21625,"Meatian","",3585,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",86,20,35724,50.141,-35.56958,143.35371,"Australia/Melbourne"
22511,"Tittybong","",3542,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",90,3,23348,50.770,-35.76606,143.37703,"Australia/Melbourne"
20463,"Cannie","",3540,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",86,22,42848,119.567,-35.75428,143.51274,"Australia/Melbourne"
21949,"Normanville","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",92,35,19448,65.440,-35.79376,143.72863,"Australia/Melbourne"
21627,"Meering West","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",113,13,67184,110.525,-35.88490,143.71319,"Australia/Melbourne"
20049,"Appin","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",84,11,22100,37.808,-35.87843,143.87281,"Australia/Melbourne"
20050,"Appin South","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",88,29,19448,51.533,-35.93050,143.86711,"Australia/Melbourne"
20699,"Daltons Bridge","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,37,32448,19.493,-35.82692,144.28175,"Australia/Melbourne"
22722,"Wee Wee Rup","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",84,35,45500,16.875,-35.86178,144.29126,"Australia/Melbourne"
20412,"Burkes Bridge","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",92,14,37700,31.748,-35.83637,144.33664,"Australia/Melbourne"
21305,"Keely","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,60,34580,13.575,-35.85470,144.24654,"Australia/Melbourne"
21196,"Horfield","",3567,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,91,33176,29.076,-35.89013,144.21377,"Australia/Melbourne"
21679,"Mincha West","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,32,53612,75.921,-35.91281,144.13087,"Australia/Melbourne"
21622,"Mead","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",80,89,30628,28.652,-35.80468,144.10810,"Australia/Melbourne"
21621,"McMillans","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",84,93,34216,34.663,-35.84819,144.16568,"Australia/Melbourne"
21556,"Macorna North","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,20,29900,47.359,-35.84177,144.08782,"Australia/Melbourne"
21321,"Kerang East","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",78,40,36712,39.295,-35.77178,144.01116,"Australia/Melbourne"
21390,"Koroop","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",78,80,36140,50.086,-35.73857,144.06366,"Australia/Melbourne"
21677,"Milnes Bridge","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,24,9724,18.525,-35.78780,144.07374,"Australia/Melbourne"
22746,"Westby","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",75,26,14768,20.556,-35.63992,143.96953,"Australia/Melbourne"
20686,"Cullen","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",81,39,24024,27.848,-35.78807,144.15374,"Australia/Melbourne"
20956,"Gannawarra","",3568,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",79,94,25636,56.888,-35.71713,144.14665,"Australia/Melbourne"
22064,"Pine View","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",86,0,0,18.265,-35.80792,143.65950,"Australia/Melbourne"
20372,"Budgerum East","",3579,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",82,5,37700,18.413,-35.77117,143.65256,"Australia/Melbourne"
21936,"Ninyeunook","",3527,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",99,11,37700,95.471,-35.96450,143.43212,"Australia/Melbourne"
21091,"Gredgwin","",3537,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",127,15,42848,48.318,-35.95979,143.61516,"Australia/Melbourne"
21991,"Oakvale","",3540,"VIC","Victoria","Rural locality","Gannawarra (Shire)","Rest of VIC",99,21,29900,67.071,-35.92922,143.53574,"Australia/Melbourne"
20858,"Elsternwick","Glen Eira",3185,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",25,10349,50544,2.603,-37.88680,145.00653,"Australia/Melbourne"
20520,"Caulfield North","Glen Eira",3161,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",46,15269,48568,4.202,-37.87081,145.02366,"Australia/Melbourne"
20521,"Caulfield South","Glen Eira",3162,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",27,11854,44980,3.273,-37.89466,145.02494,"Australia/Melbourne"
20518,"Caulfield","Glen Eira",3162,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",36,5595,40248,1.470,-37.88402,145.02656,"Australia/Melbourne"
21002,"Glen Huntly","Glen Eira",3163,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",50,5040,38428,0.894,-37.89224,145.04113,"Australia/Melbourne"
20495,"Carnegie","Glen Eira",3163,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",46,17388,37804,3.687,-37.89376,145.05608,"Australia/Melbourne"
22004,"Ormond","Glen Eira",3204,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",41,8417,39624,2.071,-37.90398,145.03998,"Australia/Melbourne"
21837,"Murrumbeena","Glen Eira",3163,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",48,9926,40560,2.632,-37.89637,145.06927,"Australia/Melbourne"
22333,"St Kilda East","Glen Eira",3183,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",22,13101,49972,2.265,-37.86798,145.00072,"Australia/Melbourne"
20958,"Gardenvale","Glen Eira",3185,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",16,1006,46384,0.259,-37.89817,145.00885,"Australia/Melbourne"
20519,"Caulfield East","Glen Eira",3145,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",45,1584,25792,1.259,-37.88119,145.04212,"Australia/Melbourne"
20213,"Bentleigh","Glen Eira",3204,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",31,16153,39104,4.714,-37.92267,145.03728,"Australia/Melbourne"
21618,"McKinnon","Glen Eira",3204,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",33,6064,37908,1.556,-37.91055,145.03849,"Australia/Melbourne"
20214,"Bentleigh East","Glen Eira",3165,"VIC","Victoria","Major Urban locality","Glen Eira (City)","Greater Melbourne",52,27635,37024,9.037,-37.92220,145.06678,"Australia/Melbourne"
21172,"Heywood","Glenelg North - Heywood",3304,"VIC","Victoria","Urban locality","Glenelg (Shire)","Rest of VIC",26,1726,27872,252.992,-38.13312,141.64476,"Australia/Melbourne"
21676,"Milltown","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",111,63,28600,70.819,-38.05434,141.69502,"Australia/Melbourne"
21880,"Narrawong","",3285,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",28,387,31616,25.345,-38.23860,141.70334,"Australia/Melbourne"
21902,"Nelson","",3292,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",47,190,25740,225.220,-38.07788,141.10436,"Australia/Melbourne"
20713,"Dartmoor","Glenelg North - Heywood",3304,"VIC","Victoria","Urban locality","Glenelg (Shire)","Rest of VIC",61,322,24388,287.057,-37.89360,141.31134,"Australia/Melbourne"
20789,"Drumborg","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",53,152,34112,232.920,-38.10463,141.49722,"Australia/Melbourne"
20781,"Drik Drik","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",22,47,46748,100.168,-38.00977,141.26286,"Australia/Melbourne"
21065,"Gorae West","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",73,227,37284,70.416,-38.24729,141.48398,"Australia/Melbourne"
20323,"Breakaway Creek","",3303,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",58,50,32448,61.953,-38.03123,141.81460,"Australia/Melbourne"
20507,"Cashmore","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",69,228,32604,36.358,-38.30789,141.49869,"Australia/Melbourne"
22100,"Portland West","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",72,569,33384,74.169,-38.37549,141.52841,"Australia/Melbourne"
21155,"Heathmere","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",15,237,29900,64.969,-38.21178,141.62433,"Australia/Melbourne"
20029,"Allestree","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",7,128,25012,7.960,-38.27318,141.65715,"Australia/Melbourne"
20273,"Bolwarra","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",34,601,30784,23.347,-38.28098,141.61536,"Australia/Melbourne"
21816,"Mumbannar","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",55,111,39104,407.763,-37.93292,141.10206,"Australia/Melbourne"
20615,"Condah","",3303,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",135,121,45240,126.444,-37.93817,141.72465,"Australia/Melbourne"
22589,"Tyrendarra","",3285,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",15,212,35360,122.818,-38.20744,141.78531,"Australia/Melbourne"
22363,"Strathdownie","",3312,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",70,183,31408,530.568,-37.74061,141.11735,"Australia/Melbourne"
21797,"Mount Richmond","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",147,43,35724,325.073,-38.15808,141.33571,"Australia/Melbourne"
20467,"Cape Bridgewater","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",75,150,34580,78.293,-38.32987,141.41819,"Australia/Melbourne"
21098,"Greenwald","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",118,51,23400,157.926,-37.99088,141.38643,"Australia/Melbourne"
22099,"Portland North","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",33,625,35152,16.565,-38.29935,141.57109,"Australia/Melbourne"
21064,"Gorae","",3305,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",84,188,38376,71.352,-38.23703,141.55639,"Australia/Melbourne"
21190,"Homerton","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",39,23,22516,49.583,-38.13440,141.81105,"Australia/Melbourne"
21422,"Lake Condah","",3303,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",70,6,53248,27.790,-38.08502,141.81412,"Australia/Melbourne"
20224,"Bessiebelle","",3304,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",60,98,30212,203.975,-38.15756,141.93845,"Australia/Melbourne"
22644,"Wallacedale","",3303,"VIC","Victoria","Rural locality","Glenelg (Shire)","Rest of VIC",61,113,36504,53.874,-37.93753,141.81862,"Australia/Melbourne"
